Age,Gender,UndergraduateMajor,Undergraduate GPA,Years of Work Experience,CurrentJobTitle,Annual Salary (Before MBA),HasManagementExperience,GRE/GMAT Score,Undergrad University Ranking,Entrepreneurial Interest,Networking Importance,MBAFundingSource,DesiredPostMBArole,Expected Post-MBA Salary,LocationPreference,ReasonforMBA,OnlineorOnCampus,DecidedToPursueMBA
31,0,0,2.98,3,3,38761,0,331,22,4.1,1.7,0,0,197039,1,0,1,1
24,2,0,3.15,7,0,112117,0,573,360,9.2,2.7,1,4,84067,1,0,0,1
33,0,0,2.57,3,4,33445,1,678,229,7.1,3.8,2,1,116951,0,3,1,0
26,0,1,3.33,3,4,84714,0,623,163,6.0,7.2,3,0,65295,1,2,0,0
29,1,4,3.0,7,0,40948,0,755,301,5.3,4.6,1,4,89036,1,1,0,1
21,0,4,2.67,1,0,91350,0,720,284,8.6,5.3,3,4,158462,1,0,0,0
33,1,1,3.65,3,0,118423,1,532,485,9.7,8.1,1,5,191467,0,1,1,0
25,1,4,3.46,0,5,84656,1,396,67,6.0,6.8,1,0,111928,1,2,1,0
31,0,0,2.79,0,1,53649,0,410,86,1.4,6.3,3,2,112065,0,3,0,0
27,1,2,3.7,7,4,53855,0,518,494,5.4,6.2,1,2,178581,1,3,1,0
21,0,4,3.84,3,5,38903,0,512,38,6.8,2.8,0,4,132153,1,1,1,1
34,0,2,3.07,5,3,59716,1,409,181,8.4,2.0,3,1,153034,1,3,0,0
24,1,2,2.43,4,4,104654,1,561,103,3.8,3.9,1,1,66782,1,0,0,0
26,1,1,3.83,9,1,91113,0,478,87,7.1,7.9,3,4,97936,1,2,0,1
22,1,3,2.38,5,3,58950,0,551,6,1.4,8.7,2,5,144391,1,0,0,0
30,0,4,2.1,3,4,111866,1,349,142,4.2,8.2,1,4,162703,0,0,0,1
25,1,1,2.65,3,1,87551,1,667,470,3.7,2.4,2,2,198148,1,2,1,1
31,0,1,3.45,6,0,92214,1,477,36,1.8,9.3,3,5,123110,0,1,1,0
30,1,2,3.85,0,1,101039,0,440,468,7.3,4.5,0,1,94079,0,0,0,1
21,0,4,3.27,8,4,97888,0,319,307,4.3,8.5,2,2,195749,0,1,0,0
26,1,1,3.9,9,1,114695,1,761,490,3.0,6.6,0,1,157976,0,0,0,0
26,0,0,2.18,2,4,71951,0,559,343,2.3,8.1,0,1,115151,0,1,1,0
33,0,1,2.12,3,4,85036,1,550,77,9.1,1.3,0,2,137903,1,2,0,0
24,0,0,3.21,8,1,66194,1,279,44,2.2,4.9,2,2,89734,0,3,1,1
33,1,3,3.93,4,1,89422,0,328,238,8.8,6.5,3,1,76834,0,0,0,0
28,1,0,3.01,3,3,38316,0,496,45,5.7,4.3,3,0,132895,1,2,1,0
24,1,0,2.1,5,3,75486,0,566,371,1.3,8.1,3,5,171507,0,2,0,0
28,0,2,2.44,0,5,47244,1,470,457,9.6,7.5,2,0,180795,1,0,0,0
33,0,1,2.49,9,4,31314,1,692,112,6.0,4.5,2,0,79185,1,2,0,1
28,0,3,2.68,0,3,100090,0,379,425,3.9,5.0,0,0,101478,0,1,0,1
25,1,1,2.09,4,5,111741,0,407,262,3.4,5.4,1,1,88996,0,0,1,0
33,0,0,3.81,4,4,90230,0,423,110,3.9,5.9,2,0,120600,1,3,0,0
24,1,0,3.03,8,5,55936,0,317,348,2.9,3.7,2,1,115600,0,2,0,1
32,1,1,3.34,0,3,45529,1,396,391,3.2,3.1,2,5,123356,1,1,1,1
33,1,3,2.13,2,5,72129,0,717,211,4.4,2.0,1,4,63183,0,1,0,1
22,1,3,2.11,2,1,103421,0,254,351,5.7,2.3,0,1,109324,0,1,1,1
31,1,2,3.17,3,5,64341,0,461,227,7.5,5.2,3,1,167691,0,3,1,0
23,1,0,3.77,6,0,38511,1,696,349,3.7,7.0,1,0,65513,0,1,1,0
23,0,0,3.06,6,0,102713,0,618,47,2.2,7.0,3,0,184004,0,0,0,0
24,1,2,3.76,9,5,80960,0,308,492,1.2,5.1,3,2,173286,0,3,1,0
24,0,1,3.62,4,0,73423,1,565,417,4.3,6.6,1,1,101948,1,1,1,0
30,0,0,2.15,8,5,92578,0,372,363,8.1,9.6,3,1,69632,1,0,1,0
31,0,1,2.4,6,5,85379,0,628,22,4.0,9.8,1,1,70260,1,1,1,0
31,0,3,3.32,1,5,91357,1,352,67,3.0,8.6,0,4,81387,1,2,0,1
25,0,4,2.89,2,0,34978,1,755,241,9.2,9.2,2,2,172243,0,1,1,1
24,0,2,2.58,6,4,99436,0,561,205,7.0,2.2,2,0,177263,1,1,1,1
31,1,0,2.84,4,5,112219,1,653,104,9.8,3.5,2,2,63042,0,0,1,0
34,0,2,2.89,6,5,32269,1,319,13,6.0,9.6,3,4,157887,1,3,0,1
30,1,3,3.82,8,1,39125,1,504,488,5.9,2.2,3,4,134339,0,1,0,1
28,0,3,2.21,8,1,67096,1,550,488,9.7,8.9,0,0,180803,1,1,0,0
26,1,3,2.56,2,3,48609,0,752,312,6.5,5.0,1,1,184253,0,3,0,0
26,1,3,3.08,7,0,111993,0,453,77,5.6,9.8,0,1,120815,0,3,1,0
28,1,4,3.4,5,4,86184,1,412,12,3.1,7.4,0,0,73625,0,2,1,1
27,1,1,3.26,3,5,80521,0,625,5,4.4,4.0,1,0,68350,1,1,0,1
30,0,1,3.88,3,5,106544,0,404,205,6.1,2.1,3,0,139342,1,1,1,0
34,1,4,3.59,3,0,37709,0,713,439,6.1,3.1,0,1,85507,0,2,0,0
31,0,1,3.11,6,3,56376,1,552,127,5.1,7.3,3,5,88903,0,3,0,1
32,0,3,2.43,5,3,118683,0,494,332,7.2,3.9,1,0,194904,0,1,1,1
30,1,1,2.9,1,1,114768,1,537,499,2.4,9.5,0,4,136497,0,2,1,1
33,0,2,3.39,4,0,54857,1,278,330,8.8,5.8,3,1,187797,0,1,1,0
28,1,1,3.68,4,3,57945,1,448,253,7.6,5.7,0,2,197405,1,0,0,0
34,1,2,3.92,5,3,79865,1,302,15,8.4,8.3,3,0,164941,1,2,1,0
22,0,0,3.21,6,4,37465,0,342,66,1.3,8.2,0,0,129556,0,3,0,1
29,0,2,3.05,7,1,94095,1,689,294,8.0,7.2,1,2,172972,0,3,1,1
21,0,2,2.04,9,1,53590,0,466,208,7.7,9.6,0,2,191308,0,3,0,0
28,1,3,2.14,7,1,35436,1,548,225,1.2,6.2,2,4,159178,0,2,1,0
32,1,3,2.31,4,3,103463,0,361,98,5.1,9.1,2,1,178554,1,0,0,1
31,0,3,2.11,1,5,94814,1,697,55,3.7,5.2,3,1,180766,0,2,1,1
32,0,2,2.8,9,3,30815,0,340,217,3.3,7.9,3,1,191397,0,2,1,1
32,1,4,2.67,7,3,80927,1,565,439,2.4,3.1,1,4,194983,1,2,0,0
24,1,3,3.27,5,0,40419,1,535,303,3.3,8.7,1,4,80015,0,1,1,0
24,0,3,3.07,2,1,104906,1,292,218,7.9,4.2,3,5,76320,1,2,1,1
25,0,2,3.19,3,1,68044,0,465,240,9.2,7.5,0,0,106995,0,1,1,0
28,1,0,2.94,0,4,89775,1,512,104,4.2,3.9,3,2,162760,0,0,0,0
25,0,0,2.56,2,1,82066,0,336,270,3.6,9.6,2,2,177773,1,3,0,0
28,0,1,3.91,3,3,70558,1,367,490,3.6,2.7,2,2,80011,1,3,1,0
30,2,0,2.17,1,0,89675,0,268,143,5.8,5.7,2,4,100404,1,2,0,1
21,1,3,3.88,5,4,44309,0,301,163,1.4,4.6,3,0,169869,0,2,1,1
32,0,4,2.62,7,3,40690,1,755,486,6.2,5.8,0,4,165683,0,0,0,0
30,0,1,3.03,5,3,31167,1,754,159,9.3,3.1,2,5,108317,0,2,0,0
29,0,4,2.22,9,4,60819,1,383,418,5.4,5.5,3,2,118609,0,0,0,1
26,0,4,2.14,2,3,38448,0,460,201,4.6,2.2,3,1,84264,0,1,1,1
23,1,3,2.86,8,3,109477,1,565,263,1.4,3.1,3,0,91186,1,0,0,1
33,0,2,3.48,3,0,53889,0,724,499,5.9,7.0,2,5,73789,1,2,0,1
34,1,2,2.54,5,0,32435,0,749,294,2.2,5.2,2,1,161280,1,0,1,1
28,1,2,3.12,3,0,113668,0,598,383,5.2,5.5,2,1,64636,1,0,1,1
29,0,0,2.56,3,1,32674,0,367,385,3.8,9.4,0,0,75356,0,0,1,1
26,0,2,2.78,1,4,65219,0,415,215,3.3,2.9,0,2,198676,1,1,0,0
31,1,3,3.81,9,0,83566,1,390,14,9.6,6.0,1,0,131019,1,1,1,1
27,1,0,3.71,1,3,42754,0,757,281,8.1,5.8,0,1,81577,1,1,1,1
21,1,2,3.03,1,1,55378,1,277,117,2.1,5.0,0,1,190362,0,0,1,1
34,0,4,2.48,1,4,39004,1,254,392,3.8,8.5,2,0,147763,0,2,0,1
25,1,3,2.39,7,0,110952,0,423,424,7.3,6.1,1,2,69379,0,1,1,1
25,1,3,3.91,9,0,116679,0,404,262,8.4,8.4,0,1,161652,0,1,1,1
30,1,1,2.41,3,4,44611,0,659,335,5.7,8.7,1,0,190064,1,2,1,0
34,0,3,3.62,3,0,71457,0,311,499,9.1,1.6,3,1,86876,0,3,1,1
24,1,4,2.74,9,4,52427,0,445,20,4.3,9.4,0,4,78077,0,1,1,1
26,1,3,3.97,9,4,81704,1,339,81,1.7,7.9,0,4,154844,1,2,1,1
27,0,1,2.74,2,3,103879,0,645,96,9.5,5.4,0,2,175017,1,2,1,0
29,0,3,2.7,4,4,49667,1,710,187,4.7,8.4,2,0,182019,0,2,0,1
21,0,3,3.27,3,5,118343,0,718,134,1.2,3.1,0,1,174560,0,0,0,0
26,0,1,3.92,6,0,113045,0,429,167,7.5,8.4,2,0,68271,0,3,1,0
27,0,3,3.95,9,3,102062,0,288,476,3.3,6.0,0,1,164178,0,2,1,1
23,1,0,3.41,6,1,96933,0,396,138,1.8,5.0,1,5,136974,0,2,1,0
28,0,3,3.51,5,5,49196,1,714,137,8.6,6.1,2,4,72163,1,2,1,0
25,0,2,3.13,6,4,63048,0,326,229,3.2,7.4,0,0,184544,1,1,1,1
29,1,2,3.51,6,1,70528,0,705,162,5.9,3.5,3,2,76336,1,3,1,1
25,0,0,3.72,7,1,39668,1,678,205,6.5,1.9,0,2,95922,0,2,1,1
29,0,3,2.97,0,1,79424,1,379,311,9.5,9.2,0,1,115630,0,3,0,1
30,1,4,3.24,2,1,62313,0,572,331,4.6,9.6,1,4,191596,1,3,0,1
24,1,3,3.07,2,3,37624,1,678,75,5.5,6.6,3,5,191592,0,2,0,0
29,1,2,3.12,4,3,58563,1,778,350,3.7,5.6,0,1,67377,1,0,0,0
25,1,1,3.78,9,1,94001,0,799,476,5.2,1.5,1,4,71244,1,3,1,0
30,0,0,2.71,6,5,37506,1,306,215,1.1,4.7,3,2,158686,1,3,1,1
29,1,1,2.42,9,0,96056,0,410,189,8.7,4.1,0,0,168690,0,1,1,0
23,0,4,2.91,5,0,97262,0,712,315,1.6,4.5,1,2,84162,1,1,0,0
24,1,3,2.42,3,3,92586,0,321,207,3.2,7.5,2,5,66671,0,2,0,1
29,0,4,3.0,5,5,88450,1,599,366,7.5,4.3,1,1,82385,0,3,0,0
30,1,1,3.81,6,5,35228,0,569,117,6.8,8.1,0,2,116482,0,3,1,1
31,1,3,3.23,3,4,37287,0,528,267,7.8,9.9,2,0,124797,1,0,0,1
26,1,4,3.71,7,3,72435,0,261,13,5.5,5.9,0,2,197557,0,0,0,1
22,0,2,2.33,4,5,34997,1,608,318,9.4,3.5,1,5,62915,0,1,0,0
27,0,2,3.8,2,5,94739,0,769,476,9.5,9.6,2,4,188485,0,2,0,1
22,1,0,3.2,1,0,68154,0,706,370,7.8,7.6,0,0,151416,1,1,1,0
31,1,2,2.06,0,5,55492,1,282,71,3.9,3.0,3,1,150566,0,0,1,1
22,0,2,3.27,3,5,81134,1,681,95,1.4,9.9,1,1,67314,1,3,1,0
31,2,1,3.9,1,1,53023,0,602,241,5.9,1.1,1,2,66395,1,3,1,0
21,1,2,2.16,2,0,83464,1,550,363,1.1,6.2,3,4,113981,1,0,1,0
31,0,2,3.16,0,0,99457,0,324,22,8.3,7.2,1,2,91084,0,0,1,1
31,1,1,3.83,5,1,115654,0,492,38,6.3,2.6,2,1,181013,1,3,1,0
32,1,2,2.02,3,0,48429,0,620,142,6.6,1.5,3,0,165489,1,3,1,0
31,0,2,3.26,4,4,89323,0,548,262,1.5,1.1,0,2,98999,1,1,1,0
23,0,0,2.95,7,4,89665,1,530,238,6.3,9.3,0,5,165149,1,3,0,1
26,1,2,2.69,3,3,42019,0,776,31,2.6,6.2,3,5,83922,1,2,1,1
28,1,2,3.26,5,0,105580,0,771,381,4.6,2.5,0,4,190008,0,0,0,1
29,0,0,2.11,2,0,89450,0,653,51,3.9,6.5,2,4,110761,1,0,0,0
27,1,1,3.51,7,4,97181,0,521,387,3.2,1.0,0,4,185638,0,1,0,1
24,1,2,2.01,2,3,33441,1,630,401,5.0,4.4,0,5,173662,1,3,1,0
26,1,4,2.61,6,3,30919,0,347,20,7.9,7.9,0,0,195710,0,3,0,1
25,0,1,3.01,6,4,70150,0,462,135,3.1,1.9,3,0,84119,1,3,1,0
28,1,1,2.75,2,4,68194,1,295,401,5.6,6.4,1,1,65155,0,2,1,1
21,0,2,2.61,2,1,43710,1,753,314,4.2,3.8,0,0,96942,0,2,1,0
21,0,0,3.66,9,3,115871,0,481,490,6.9,1.9,3,5,150848,0,0,0,1
33,0,1,3.87,9,3,91439,0,378,242,6.1,8.4,1,4,130349,1,3,1,0
31,0,0,3.75,7,1,70187,1,561,474,6.9,5.9,3,1,133870,1,2,0,0
26,1,4,3.04,2,4,91737,0,295,498,9.8,8.1,1,5,71824,1,1,0,0
30,0,0,3.77,1,1,117187,1,695,117,5.6,9.7,3,4,88737,1,3,0,0
32,1,3,3.84,4,1,60716,0,711,155,1.9,2.7,1,5,182769,0,3,1,1
22,0,0,2.82,6,5,82451,1,694,13,1.4,2.2,3,5,120753,0,3,0,0
25,0,1,2.57,7,3,65626,1,392,488,1.5,9.8,1,5,67164,0,2,1,1
21,2,0,2.2,0,4,73250,0,504,5,4.2,3.1,0,1,79142,0,2,0,1
27,1,0,2.96,1,5,98286,0,360,65,7.5,4.8,0,5,150752,1,1,1,0
21,0,3,3.89,6,5,101850,0,474,145,8.6,8.5,1,5,92178,0,2,0,1
24,1,3,3.12,8,5,79905,0,442,165,6.3,3.1,0,2,167247,0,2,1,1
29,0,2,3.34,2,4,47870,1,366,400,5.3,7.4,1,2,131140,0,2,0,1
21,0,1,2.23,7,1,75313,0,667,146,8.6,8.1,2,4,155340,1,1,0,1
24,1,2,2.29,9,4,93959,1,637,348,1.5,5.5,0,5,120955,1,3,1,0
26,1,3,2.93,2,3,62716,1,635,259,3.9,5.4,1,5,118898,0,2,0,0
26,0,0,3.9,3,3,42438,0,672,402,1.5,3.1,2,5,72234,1,0,1,0
32,1,3,2.72,1,1,39632,0,504,425,9.4,6.6,0,5,139662,1,0,0,1
33,1,4,3.75,8,4,33371,1,547,245,1.8,2.8,3,5,89229,0,3,1,1
28,0,0,2.24,4,1,77340,0,659,128,9.6,3.4,0,2,62166,0,2,1,1
21,1,2,3.23,4,1,44754,0,615,222,7.6,6.4,3,4,125027,0,0,1,0
27,1,0,3.2,3,4,61296,0,715,224,5.5,3.5,3,4,177241,1,2,0,0
21,1,4,3.72,4,3,76531,0,783,78,3.8,5.2,2,2,100364,0,2,0,0
33,0,3,2.01,0,4,81358,0,620,17,5.8,9.6,0,2,192930,0,2,0,1
34,1,1,2.38,9,3,46283,0,693,83,6.8,6.4,3,2,166700,1,3,1,0
27,0,1,2.44,9,0,44367,0,595,317,5.3,7.8,2,5,139827,0,0,0,0
23,1,1,3.9,5,0,48753,0,654,175,9.3,7.3,0,5,197910,0,2,1,1
31,1,3,2.31,3,0,60779,0,385,328,2.3,9.6,2,0,164254,0,2,1,1
28,0,1,2.07,3,5,69933,1,622,68,2.2,2.0,3,2,167615,0,3,1,0
23,1,4,3.07,4,3,37346,1,571,408,8.0,2.7,3,1,88737,1,0,1,1
34,1,3,3.06,0,3,66538,0,475,349,6.0,7.2,0,1,186452,1,3,0,1
34,1,1,3.69,3,4,73212,0,362,431,4.7,8.6,1,5,171490,0,0,1,1
33,0,2,3.9,9,3,119488,0,267,497,8.4,7.7,0,4,109688,1,1,0,0
21,0,3,3.08,2,4,105890,1,564,312,9.5,2.3,3,1,100403,0,3,1,1
33,1,3,3.86,4,5,110637,1,371,383,5.7,7.1,2,0,132386,0,1,1,0
33,0,0,3.45,9,4,63859,1,665,331,6.1,6.7,3,0,83498,1,1,1,1
34,1,1,2.53,4,0,57045,0,260,332,1.5,5.8,2,4,190629,0,3,0,1
28,0,2,3.86,7,4,119919,1,430,142,5.5,6.1,1,5,67512,1,1,0,0
23,0,4,3.33,0,4,52737,0,662,327,1.2,6.5,2,4,127843,1,1,1,0
22,0,3,2.83,2,4,47261,0,747,67,4.7,2.6,1,1,144189,0,1,1,1
21,0,4,3.36,4,3,58618,0,637,224,9.7,4.0,2,0,130529,0,2,1,0
34,1,4,2.8,2,1,68868,0,469,139,7.9,6.5,0,5,122126,0,1,0,0
23,0,4,2.23,5,1,36512,0,386,258,7.6,1.7,0,0,133927,1,1,1,1
22,0,0,3.44,9,1,117605,0,562,273,8.1,7.4,3,4,196493,0,3,0,0
22,0,4,3.65,2,3,115551,1,415,170,8.6,7.7,3,2,198609,1,3,1,1
26,1,1,3.46,5,0,64329,0,668,314,1.4,2.3,3,0,129564,1,0,0,1
32,0,1,2.46,7,1,117367,1,680,125,8.9,3.6,3,1,82321,0,1,0,1
21,1,2,3.91,3,1,72071,1,283,279,8.0,3.1,2,5,128848,1,1,0,0
22,1,2,2.05,7,5,81306,0,568,33,7.2,2.9,1,4,87488,0,3,0,0
34,1,4,2.67,6,5,46587,1,514,214,4.7,4.3,2,0,121438,0,2,0,1
26,1,4,2.52,3,0,51060,0,524,301,3.7,7.8,0,0,71821,0,0,1,0
23,1,0,2.1,2,4,106367,0,659,78,2.7,4.7,3,0,147954,0,1,0,1
24,1,4,2.81,4,4,52463,0,423,305,4.1,5.8,2,2,174385,1,2,0,1
21,0,4,3.25,4,5,76748,0,561,106,8.9,2.1,0,1,169941,0,1,0,1
28,0,4,3.77,6,5,50093,0,515,20,1.5,6.5,3,0,68242,1,2,0,0
33,0,3,3.98,0,0,118890,1,663,111,7.5,10.0,0,4,140909,0,0,0,1
27,1,3,3.62,8,0,94866,1,733,181,1.8,7.6,0,5,189955,0,3,0,1
27,2,0,2.94,1,3,104261,0,432,145,2.1,5.4,3,1,86864,1,1,1,0
23,1,0,3.45,8,4,84214,0,691,365,2.8,5.2,2,2,96362,0,0,1,1
30,0,1,3.69,8,3,78331,1,705,136,7.1,9.3,3,5,157463,1,1,1,1
30,1,0,2.93,2,1,44201,0,739,263,8.7,4.7,2,2,156305,0,2,0,0
23,0,1,3.57,6,0,48696,1,296,241,2.3,7.5,0,1,70028,0,0,0,1
34,0,4,2.97,2,4,110949,1,542,165,3.1,6.5,0,0,91432,1,0,1,0
22,0,0,2.77,7,4,57505,0,328,484,6.7,6.6,2,1,144198,1,3,1,1
32,0,0,3.05,7,3,71333,0,434,305,5.1,1.8,2,5,87681,1,2,1,1
21,1,0,3.35,2,5,74908,1,721,452,6.7,7.0,1,4,147581,0,1,0,0
27,0,1,3.45,4,5,49042,0,578,30,2.4,6.8,2,0,114786,1,3,1,1
27,0,1,2.71,6,0,95106,0,763,308,5.1,7.7,1,0,102727,0,3,0,0
32,1,2,3.14,0,5,50699,0,648,310,4.1,7.1,3,1,175434,0,3,1,1
22,1,1,3.82,2,1,80652,0,545,52,4.9,8.9,1,5,162143,1,0,1,0
27,1,1,3.95,0,4,75679,0,252,85,3.7,10.0,2,1,69400,1,1,1,0
33,0,3,2.45,1,5,64780,0,563,363,2.3,2.7,0,4,68899,1,3,1,1
28,1,0,2.39,6,0,95506,0,576,170,7.0,9.0,2,5,114229,1,1,1,1
21,1,1,3.35,6,1,40144,1,599,155,7.0,3.6,1,1,136788,0,1,0,1
29,0,0,2.83,2,3,101391,1,468,259,3.4,3.4,1,4,181238,1,0,1,1
27,1,0,2.05,5,3,54575,0,548,351,6.2,3.0,1,4,192579,1,3,1,1
23,0,3,2.69,5,1,75929,1,404,16,9.7,5.9,0,1,63576,0,1,1,1
28,0,0,3.61,1,0,117183,0,574,205,5.8,5.7,2,2,91153,0,0,0,1
27,1,1,3.59,8,3,63298,1,252,71,3.8,8.7,2,5,79262,1,0,1,0
31,1,0,2.99,7,4,43516,1,309,459,3.8,5.0,0,4,147827,1,0,0,1
33,0,2,2.95,1,4,49086,0,447,243,8.5,8.1,0,0,173000,0,0,0,0
28,1,2,3.16,3,0,88921,0,612,117,5.4,9.8,0,4,145550,1,3,1,0
26,1,3,2.44,8,0,60051,0,410,98,3.4,2.7,0,1,114789,1,3,0,1
29,1,1,3.05,3,4,31631,1,767,42,6.7,1.8,3,1,138941,0,1,1,0
25,0,3,2.02,6,0,54229,0,697,459,8.8,4.1,2,2,181968,0,2,0,1
23,1,2,2.95,4,1,80771,0,738,122,7.5,9.6,0,0,187087,0,2,0,1
23,0,1,2.67,9,0,48254,1,704,224,1.8,8.0,3,5,185036,1,1,0,0
21,1,0,3.35,5,4,65014,0,572,440,4.1,5.1,2,2,80257,0,2,0,0
32,0,1,3.28,0,5,39654,1,655,109,8.3,1.8,0,4,97301,1,2,0,1
28,0,4,2.76,3,0,97733,1,705,289,4.8,3.7,0,5,74620,0,2,0,1
22,1,1,2.01,4,3,33602,0,454,29,10.0,9.0,3,5,171427,0,3,1,1
23,0,0,2.5,5,1,71818,0,570,114,4.1,2.4,0,4,175039,0,0,1,0
28,0,4,3.27,5,1,95095,0,430,351,9.2,6.9,2,0,143867,1,1,1,0
34,0,3,2.14,4,1,57184,1,377,347,5.1,6.5,3,2,74393,0,2,1,1
28,1,1,2.22,2,3,108760,1,349,359,9.4,3.8,1,0,196761,0,0,0,1
34,0,3,3.29,1,3,46406,0,576,318,4.8,6.3,0,4,184045,0,2,0,1
31,1,1,3.51,6,1,92539,1,491,231,5.2,7.6,2,5,143834,0,2,0,0
24,0,2,2.64,0,1,98208,0,294,194,5.9,1.5,3,2,154602,1,3,0,0
24,0,2,2.98,4,1,108106,0,281,8,1.4,8.2,2,4,166408,1,2,0,0
25,0,0,3.89,3,0,63797,1,789,43,1.8,5.1,1,0,113700,0,3,0,0
26,0,2,3.89,6,3,46776,0,602,113,8.7,3.0,1,4,118389,0,1,0,0
25,0,4,2.62,1,4,78962,1,683,431,3.4,5.9,0,4,64292,1,0,0,1
34,0,4,3.62,7,0,118044,0,417,268,6.6,1.5,1,2,106454,1,2,0,1
27,2,1,3.19,8,4,104211,0,680,340,3.3,8.6,3,5,150052,1,3,1,1
22,1,3,3.95,9,0,73817,0,362,40,4.2,9.9,1,5,156822,0,3,1,0
27,0,4,2.96,0,0,34923,0,724,5,6.4,7.1,3,1,194929,0,0,0,1
30,0,1,3.55,4,4,56799,0,535,440,4.0,3.9,0,1,76834,0,2,1,1
27,1,3,3.54,3,1,79079,0,795,488,7.5,9.0,2,5,187383,1,0,1,1
21,0,2,2.99,4,4,104446,0,250,313,5.6,3.8,2,5,197492,0,1,0,0
27,0,1,3.59,8,5,93197,0,667,461,7.8,4.3,1,4,62289,0,3,0,1
25,1,3,2.52,2,3,116752,0,436,110,2.9,9.3,3,1,69510,0,0,1,1
23,1,0,2.24,0,5,32229,0,698,366,6.8,6.6,1,1,104753,0,0,0,1
33,1,0,2.85,2,0,65237,0,524,257,3.8,4.4,1,2,138002,1,0,1,0
23,0,4,3.89,3,4,69364,1,272,161,4.2,5.0,0,1,76712,1,1,0,0
24,0,3,3.0,1,1,97784,1,315,188,2.7,7.1,3,5,188280,0,3,1,0
33,1,0,3.27,0,1,46966,1,636,73,2.2,6.9,2,4,196527,1,3,0,1
32,0,4,3.25,0,5,63640,0,335,231,8.9,4.3,2,1,142032,1,1,0,1
22,1,1,2.27,7,5,93989,0,336,361,9.5,2.1,2,2,156089,0,2,0,0
22,1,1,2.78,3,0,65151,0,577,34,4.5,4.8,0,2,93041,1,0,1,0
21,0,3,3.41,1,3,54548,0,388,72,7.9,7.0,1,2,101448,1,2,0,0
25,1,3,3.94,9,0,56068,1,484,289,8.2,3.4,2,0,138613,1,0,0,0
24,1,3,2.34,2,1,43887,1,477,484,2.3,9.0,1,4,192148,0,0,1,1
31,1,3,2.82,7,4,75196,0,331,56,9.5,4.1,0,2,198009,0,0,1,0
30,0,0,2.19,5,5,102433,0,438,76,8.3,2.8,1,5,64274,0,0,0,1
22,0,0,2.48,7,1,74278,0,267,356,8.1,4.8,0,5,134835,0,2,1,1
23,0,4,2.75,9,0,31094,0,256,83,9.3,3.1,1,5,65080,0,0,1,0
27,0,0,3.08,4,3,100023,0,534,231,4.2,5.1,0,1,139000,0,1,0,0
27,2,1,2.46,2,4,44314,0,446,149,9.0,1.8,1,5,154796,0,3,1,0
32,0,4,2.46,5,3,81447,1,649,481,10.0,4.9,2,4,174104,0,3,0,1
24,0,0,3.56,9,0,72088,1,323,491,3.1,7.6,2,5,76715,0,3,1,1
25,0,3,3.93,7,0,45269,0,662,196,2.1,3.5,0,1,116701,0,3,1,0
25,1,0,2.65,4,1,51555,1,662,388,2.0,9.9,1,5,84379,1,0,0,1
26,0,2,3.38,4,4,48689,0,265,236,4.4,2.7,0,0,175735,0,2,0,0
34,0,4,2.52,2,0,51988,1,509,177,8.3,4.1,2,4,111220,0,1,1,1
29,0,0,3.86,2,1,116901,1,314,11,7.8,5.4,1,2,186909,0,1,0,0
22,1,0,3.35,7,0,88931,0,321,123,2.8,8.6,0,5,151703,0,3,1,0
25,0,1,3.61,0,1,118430,0,755,218,5.8,4.9,2,1,112942,0,3,1,0
32,1,3,2.1,3,3,108162,1,380,133,4.3,7.6,2,4,102764,1,0,0,1
23,1,3,3.2,8,1,107497,0,315,60,8.5,1.1,3,5,127081,0,0,1,1
24,0,1,3.06,5,3,36769,0,606,158,8.2,1.2,3,0,192337,1,2,1,1
30,1,1,2.59,5,5,70641,0,708,66,8.3,1.3,2,2,166026,0,0,1,1
26,0,2,2.52,9,0,64870,0,523,472,5.7,1.2,3,1,61348,0,2,0,0
32,2,4,3.16,6,5,61348,1,355,361,8.3,2.8,0,5,118423,0,0,1,1
28,1,3,3.41,6,4,33852,0,288,144,7.6,6.4,3,5,102227,1,2,0,1
21,0,1,2.07,5,5,88139,0,737,210,5.7,8.1,1,0,81067,0,0,1,1
30,0,1,3.13,8,1,94781,1,370,332,8.0,6.1,0,1,180162,1,1,1,1
34,0,4,2.34,7,1,89663,0,458,90,4.4,1.7,3,4,156430,1,3,1,1
28,2,1,2.28,7,4,114824,0,361,12,8.0,7.3,3,1,158343,1,2,1,1
31,0,2,3.25,1,4,31453,0,650,26,6.6,6.0,1,2,112919,1,1,0,0
34,1,4,2.62,6,0,87730,0,250,324,8.8,3.8,0,0,199335,1,3,0,1
27,0,2,2.88,0,1,81586,1,540,251,9.0,2.6,0,2,69511,1,3,1,0
21,1,0,2.72,9,4,61912,1,325,242,4.5,1.7,0,5,137903,1,0,0,0
22,0,3,3.3,7,5,72140,0,650,27,3.6,5.5,1,0,136878,0,0,0,1
23,1,1,2.94,2,1,116439,0,780,53,3.5,8.6,3,1,177511,1,3,1,1
21,0,4,3.93,8,4,63554,0,342,343,3.9,1.9,0,0,85155,0,3,1,1
34,1,2,2.7,4,0,108100,0,748,85,1.5,2.0,1,4,120395,1,0,0,1
29,0,3,3.48,6,3,98755,1,654,176,9.4,3.5,1,1,142104,1,1,1,0
28,0,3,2.51,6,1,45195,1,759,293,2.1,4.4,2,1,73774,0,0,1,0
